brand,model,version,year,segment,comment,label
mg,zs,hybrid,2025,suv,tầm lăn bánh_tr cố,negative
honda,hr-v,l,2025,suv,màn bé xe ồn mua cx5 đi,negative
geely,coolray,flagship,2025,suv,lỗ giá toyota,negative
mg,zs,luxury,2024,suv,xe thương_hiệu tàu chất_lượng phân_khúc kém hẳn giá rẻ chính_xác,negative
kia,seltos,facelift,2024,suv,seltos chẳng hot máy cvt khoai giá cao_mẫu cũ tb sức hút,negative
vinfast,vf 6,plus,2025,suv,công_nhận vf6_riết xưa vf7 ra_mắt vf6 kỹ_body hài_hòa đẹp sở_thích,positive
hyundai,accent,,2024,sedan,lỗi abs lỗi cọc lái_điều hòa_yếu hỏng lốc lạnh đấy xe đời đời,neutral
skoda,kushaq,style,2025,suv,khoang lái bố_cục đẹp,positive
vinfast,vf 6,plus,2025,suv,xịn xò tầm_giá,positive
mitsubishi,xforce,ultimate,2024,suv,xf động_cơ khỏe tí chê,neutral
geely,coolray,flagship,2025,suv,tiếc mẫu cũ bi_giờ ra_đời đời việt_nam tận đời lận việt_nam thiệt_thòi,negative
nissan,almera,,2025,sedan,bảo_dưỡng đắt hỏng hóc phụ_tùng hơi mắc hợp_lý hàng nhập_khẩu tiền,positive
toyota,vios,,2025,sedan,hoàng dịch_vụ máy_lạnh sâu thùng tôn,neutral
byd,atto 3,,2024,suv,tuần xe đuôi liếc tưởng bọt_chơ á_màu trắng đẹp trải_nghiệm chạy đáng_giá,positive
nissan,almera,,2024,sedan,chả lăn_tăn hãng phụ_tùng mua chạy ngon_ăn xăng bảo_dưỡng rẻ cực_kì hài_lòng mua almera,positive
mg,zs,hybrid,2025,suv,gét kiểu cửa gió máy_lạnh nằm màn_hình trung_tâm lắm chướng_mắt sao_ý,negative
skoda,kushaq,style,2025,suv,ngon,positive
geely,coolray,flagship,2025,suv,xe tàu trung_ương toàn thế_giới reviewer lái trăm xe xe cơ_sở mấy tàu khựa việt_nam làm_ăn chộp giật_doanh_số kém anh_em sợ xanh mặt thành định_kiến,negative
skoda,slavia,style,2025,sedan,hãng skoda hãng sản_xuất xe_tăng tiệp_khắc cũ hẵng chế_tạo xe tiger lục_quân phát_xít đức sản_xuất ô_tô khỏi_phải_nói,positive
mazda,2,,2024,sedan,yêu nhấn mặt calang chán,positive
honda,city,1.5 rs,2024,sedan,city ngon tầm tiền vua phân_khúc sedan b ăn_đứt đối_thủ,positive
geely,coolray,flagship,2025,suv,hòa_yếu lắm,negative
honda,city,1.5 rs,2025,sedan,city toàn_diện,positive
kia,seltos,,2025,suv,máy kia ăn_sao hón đà đẹp_trừ mâm chán_vãi chưởng xe hàn_giờ mâm chán xe nhật_đức bao kiểu mâm tí_xíu nhã_nhặn đẹp rối mua đợi creta hrv g đi mượt,neutral
geely,coolray,flagship,2025,suv,màn_hình hud hiển_thị hữu_ích,positive
skoda,kushaq,style,2025,suv,khung gầm_thân vỏ động_cơ chặt mấy xe tiêu_chuẩn ấn_độ đna mấy hãng nhật_hàn giá xe châu_âu ok,positive
mg,zs,std,2024,suv,rẻ tầm giá,positive
hyundai,creta,n line,2025,suv,viền trắng kéo xe cột đi trông_tởm cũ_bản trông cũ xấu thậm_tệ,negative
byd,seal 5,dm-i,2025,sedan,đắt rẻ tham_chiếu so_sánh civic hev ngon bố bay chê byd honda giá công_nhận rẻ 200 tr honda tôm,positive
vinfast,vf 6,eco,2025,suv,vf6 đi trời mưa trời bẩn chắn hậu_chắn lốp sình_té ngang cửa quần_bẩn mua xe mua cà_vẹt gắn,positive
geely,coolray,flagship,2025,suv,dính trung_quốc chê phản_xạ tự_nhiên thui,negative
honda,city,1.5 rs,2025,sedan,city rs màu xám giá 529 triệu ngon,positive
kia,seltos,facelift,2024,suv,giá hơi đối_thủ phân_khúc xfoce veloz hrv,negative
skoda,slavia,style,2025,sedan,tội adas,negative
mitsubishi,attrage,cvt,2025,sedan,xe nhật xe tàu lỗ triệu,positive
honda,city,1.5 rs,2025,sedan,mua ổn,positive
kia,seltos,,2024,suv,tầm giá xúc yarit,negative
vinfast,vf 6,,2024,suv,khuyên anh_em ý_định mua xe vinfast trải_nghiệm quảng_cáo trải_nghiệm vf6 tồi hàng ghế thiết_kế tồi,negative
skoda,slavia,active,2025,sedan,hãng nhà_máy sản_xuát việt_nam ok tôn_trọng việt_nam đấy,positive
nissan,kicks,e-powers,2025,suv,nissan nc misubishi bậc hồi xpander nổi cồn rẻ showroom nở_rộ đi công_nghệ giá_cả tỷ chỗ bảo_dưỡng hiếm dám mua,positive
skoda,slavia,style,2025,sedan,máy nissan almera thông_số lý_thuyết vượt_trội hẳn,positive
mg,5,std,2024,sedan,mấy attrager suny thiết_kế đẹp trung_tính rẻ,positive
toyota,corolla cross,v,2024,suv,yếu_chí_tử cross hs cvt chạy quen at chạy cvt chán_vãi dính tý đường đèo dốc chán,negative
hyundai,creta,n line,2025,suv,n_line thiết_kế logo lệch cân_đối xấu,negative
vinfast,vf 6,,2024,suv,xe vin thân vỏ dày dặn gầm xe cảm_giác hơi yếu đi thẳng đánh lái hơi nhẹo_nhẹo thụt_mềm đi ổ_gà bình_thường dân kỹ_thuật,neutral
kia,seltos,,2024,suv,việt_nam nhỉ_mẫu top,positive
hyundai,accent,,2024,sedan,hi_vọng đời lỗi trục_lái cửa,neutral
toyota,corolla cross,v,2024,suv,toy định_giá quá_cáo nhu_cầu đi đô_thị không_gian rông giá lăn bánh_hn tầm cross lăn bánh_cross hn yêu_toy lắm dũng_cảm tiền tầm tiền tội_gì mua cross,negative
geely,coolray,flagship,2025,suv,treo siêu_cứng đi thử gờ giảm_tốc khó_chịu êm_ái bù khung gầm cứng tốc_độ cao_ok hoàn_thiện nội_thất ok lắm mấy nắm cửa lỏng_lẻo cửa gió hòa gầm ghế hàng ghế đầu_tóm_lại ưu_điểm ngoại_thất thể_thao bodykit khung gầm cứng_cáp động_cơ turbo nhược_điểm treo cứng thoải_mái chất_lượng nhựa lỏng_lẻo bodykit đầu xe hòa ghế công_thái_học bản_base gập gương cơm camera tầm tiền bản_base cân_nhắc omoda c5 lux_thua động_cơ turbo,negative
vinfast,vf 6,,2024,suv,thay hàng ghế ngồi_xổm đàng_hoàng ngang xe tầm_giá chốt voucher,neutral
haval,jolian,,2025,suv,xe rẻ giá rẻ quảng_bá đại_lý,positive
geely,coolray,flagship,2025,suv,xạo lồn bớt bớt đi mày dkm mày mày ăn_tiền hãng xong xoay lùa dân việt rọ xe tàu động_cơ dung_tích turbo mày chạy 100 km h mày bảo 5 l 100 km tao mấy mày hàng ghế đi khổ lợn rọ hòa kém mát công_suất quạt hàng ghế nóng_tao miền nam xe tao ổn hệ_thống treo hệ_thống lái kém điều_hòa hàng ghế đường khóc xe ồn xe tao lái hãng mua xe bộ_phận sale điện_thoại khách_hàng mua xe bảo video đăng công_khai hãng trao quà tặng_phẩm tiền_mặt tiền khen chê xe thằng xạo_lồn lùa gà rọ,negative
mazda,2,at,2025,sedan,xe at giá mềm chạy tiết_kiệm,positive
geely,coolray,flagship,2025,suv,ưng mắt,positive
skoda,slavia,ambiton,2025,sedan,combo sedan gầm 178 mm,positive
kia,seltos,,2024,suv,đổi mẫu hợp_lý mẫu cũ hơi chán,positive
nissan,kicks,e-powers,2025,suv,việt_nam đặt_cọc liền đẹp,positive
skoda,kushaq,style,2025,suv,xe skoda hẵng xe cz vw_audi mua đức mua,positive
toyota,corolla cross,v,2024,suv,đỗ cạnh bố cx5 trông to_nạc hẳn yêu toy lắm mê_nổi giá,negative
skoda,slavia,style,2025,sedan,giá ổn xe châu_âu hãng lâu_đời kiểu xe chú_trọng an_toàn xe dự chạy đường bảo_dưỡng ổn_áp lắm 80 km bảo_dưỡng tiêu_thụ nhiên_liệu v y_kiến,positive
geely,coolray,flagship,2025,suv,màu bạc tinh_tế,positive
toyota,vios,,2025,sedan,vios toàn xe trung_tâm lái,neutral
skoda,kushaq,style,2025,suv,test xe quả_thực khác_biệt chất_lượng chất xe châu_âu khung gầm âm_rẻ lái ổn,positive
skoda,kushaq,style,2025,suv,thiết_kế kushaq đậm_chất châu_âu_sắc nét đường_nét chờ lái thử cảm_giác,positive
toyota,vios,,2025,sedan,duy_nhất hỏng xe đèn báo lỗi động_cơ đ,negative
vinfast,vf 6,,2024,suv,dòng xe vinfast vf6 vf7 vf8 vf9 xây đầu xe trông tổng_thể thân xe đuôi xe đẹp đầu xấu mấy xe đầu thập_niên đầu xe_con vf8 trông l200 mít_su logo xe thiết_kế trông hợp logo wolfwagen đi nét tương_tự xe đẹp chữ v thiết_kế đơn_giản hợp xe chút,negative
nissan,kicks,e-powers,2025,suv,chủ thớt chẳng nissan thất_bại thị_trường việt_nam sản_phẩm hãng mặn_mà thị_trường việt_nam thằng suzuki sản_phẩm rẻ mấy chẳng_thể thái_độ hời hợt coi_thường khách_hàng,negative
mitsubishi,attrage,cvt,2024,sedan,kiểu_dáng cục máy thèm để_ý,negative
skoda,kushaq,style,2025,suv,nhà_máy lắp xe chất_lượng chạy thử slavia hai lái slavia ổn_định trừ duy_nhất ngoại_hình màu tối xám đen trông,positive
geely,coolray,flagship,2025,suv,dám định_kiến lải thử coolray suy_nghĩ_lại thương_hiệu uy_tín dòng xe thử dòng xe nhập nguyên malaysia công_nhận thị_trường việt_nam,positive
toyota,vios,,2024,sedan,mẫu đẹp,positive
nissan,almera,,2024,sedan,động_cơ 0 l turbo hyundai venue khỏe ngang 5 l,positive
geely,coolray,flagship,2025,suv,xe máy turbo hít xăng kha_khá malay_sia đi rùi,negative
skoda,slavia,style,2025,sedan,xét tổng_thể yếu_tố city xe ngon phân_khúc,neutral
skoda,kushaq,style,2025,suv,hai ga máy hơi gào_cam tệ tiền tử_tế hãng khách_hàng,negative
toyota,vios,,2025,sedan,mẫu xe city đẹp mẫu vios,negative
geely,coolray,flagship,2025,suv,vô lăng_da cầm_chắc,positive
hyundai,accent,,2024,sedan,đẹp đấy tối_giản giá_cả hợp túi_tiền,positive
skoda,slavia,style,2025,sedan,6 km giật,positive
honda,hr-v,l,2025,suv,cốp điện ghế_điện vô_lăng lanewatch túi khí loa sạc dây,positive
vinfast,vf 6,,2024,suv,tui sài_gòn xe xăng may_ra xe_điện vinfast biển trắng_nhá chả chứng_tỏ chả mua xe_điện vf xe điên_gsm trời hà_nội tỷ_lệ xe xăng điện biển trắng hả tipcar,negative
skoda,kushaq,style,2025,suv,base tụi xforce creta thở hàng cốp rộng_rãi kenz,positive
skoda,kushaq,style,2025,suv,turbo,negative
mg,5,luxury,2025,sedan,bệnh màn_hình lag khắc_phục,negative
toyota,corolla cross,v,2024,suv,lái thử đoạn ngắn đại_lý tay_lái nhẹ trải_nghiệm,negative
geely,coolray,flagship,2025,suv,xe động_cơ cố tý xe nhật,negative
hyundai,creta,n line,2025,suv,cốp điện cảnh_báo mù ngon,neutral
honda,city,1.5 rs,2025,sedan,city xe đáp_ứng tối_ưu phân_khúc fom đẹp máy khỏe vận_hành phụ_tùng sẵn rẻ vios bền_lành tiết_kiệm xăng chê hệ_thống treo rotuyn vios thôi_acent kém anh_em nhật,positive
geely,coolray,flagship,2025,suv,xe mới_tinh tiếng gió_rít cột đi thử xe ưng hòa_yếu tốn xăng,negative
honda,city,1.5 l,2025,sedan,ci_ty ban_l co_ty ghe kem xe vios,negative
skoda,slavia,style,2025,sedan,xe ngon ngon showroom tiền xe,positive
byd,sealion 6,,2025,suv,trải_nghiệm xe byd thái_cảm_nhận ban_đầu chất vượt_trội xe phổ_thông phân_khúc việt_nam,positive
hyundai,accent,,2024,sedan,rộng cũ mê,positive
skoda,kushaq,style,2025,suv,lái_xe công_nghệ đi xe phanh cơ_vật_lý nút điều_chỉnh cơ_học cảm_giác mộc_mạc an_tâm thực_dụng màn_hình cảm_ứng nguy_hiểm lái_xe thao_tác chạm mãi,negative
vinfast,vf 6,,2024,suv,tầm giá triệu đổ vf6 plus xe chất_lượng thông_số sức_mạnh trang_bị an_toàn công_nghệ trợ_lái vượt_trội xe mua kia carens honda brv_l vf6 mặc_dù thua vf6 thông_số,positive
skoda,slavia,style,2025,sedan,gầm ok,positive
mg,5,luxury,2025,sedan,xe màn_hình lag lag điện_thoại 3 triệu mượt,negative
nissan,kicks,e-powers,2025,suv,ưng mắt vẻ nội_thất bố_trí xem_chừng ưng mấy pk b ngon lắm,neutral
geely,coolray,flagship,2025,suv,option gương chống chói,positive
honda,city,1.5 rs,2025,sedan,quất xong cảm_giác đầm ưng,positive
toyota,corolla cross,v,2024,suv,gầm,negative
skoda,kushaq,style,2025,suv,tiết_kiệm xăng xe hàn,positive
skoda,slavia,style,2025,sedan,cột cam xe bất_tiện đi phố chị_em lái,negative
kia,seltos,facelift,2024,suv,ngáo giá,negative
skoda,kushaq,style,2025,suv,khen khen mấy thợ gara ô_tô chê coi ưu_điểm vượt_trội biến,negative
toyota,yaris cross,máy xăng,2024,suv,đẹp đấy đẹp hạng b,positive
skoda,slavia,ambiton,2025,sedan,lăn bánh city rs 700 tr skoda ghế điện cửa_sổ trời hộp_số at mát ghế facebook purple crying dã_man việt bọn nhật lùa hàng chục trời,positive
byd,sealion 6,,2025,suv,giá rẻ vf7 plus chục full cảm_biến kính kính tối ghế chỉnh_điện đầy_đủ độ an_toàn động_cơ xăng khả_năng tồn_tại byd việt_nam chứng_minh pin cell_blade byd đi thế_giới công_nghệ pin tàu rẻ thế_giới bàn_cãi,positive
vinfast,vf 6,,2024,suv,đi thử e34_độ ồn ưa nổi vf6 mic thu ồn êm kỳ_vọng,negative
skoda,kushaq,style,2025,suv,nhà_máy đoạn đường bê_tông làng quê việt_nam ồn,negative
skoda,slavia,style,2025,sedan,xe gập trải nêm xàn_phẳng phụ_nữ trẻ_em lằm chạy bắc_nam,positive
mg,5,std,2024,sedan,xe tàu mua,negative
hyundai,accent,,2024,sedan,hyundai sa_thải đội_ngũ thiết_kê xe xấu thất_vọng,negative
mitsubishi,attrage,cvt,2024,sedan,đi taxi attrage cảm_giác mùi say xe dòng cảm_nhận,positive
skoda,slavia,style,2025,sedan,xịn_xò hẳn,positive
toyota,vios,,2024,sedan,g vip tội_gì khổ,positive
toyota,corolla cross,v,2024,suv,lẩy ok,negative
toyota,yaris cross,máy xăng,2024,suv,hybrid khắc_phục cơ_bản nhu_cầu chủ tút xe đi 4 l 100 km p sợ hỏng hộp_số,neutral
honda,city,1.5 rs,2025,sedan,gầm,negative
kia,seltos,facelift,2024,suv,giá hơi đắt 800 tr lựa_chọn,negative
kia,seltos,facelift,2024,suv,chết ngáo giá đợt giá hợp_lí chỉnh_sửa xong bân hẳn xe cạnh_tranh đẹp ngon_lành ế,negative
mitsubishi,attrage,cvt,2024,sedan,công_nhận ồn đi cao_tốc ồn_lốp dội tai khó_chịu quen chạy xe dịch_vụ đi gọi xe toàn nhắn đồng_ý i10 morning chật attrage từ_chối tội yếu ồn,negative
mg,5,std,2024,sedan,tài_chính hạn_hẹp giá hợp_lí bảo xe tàu nhanh_tã chi_phí linh_kiện đắt phân_vân giá hợp_lí mua,positive
byd,sealion 6,,2025,suv,mẫu đẹp thực_dụng điện xăng bầu_trời công_nghệ vô_đối,positive
geely,coolray,flagship,2025,suv,treo đa liên_kết ổn_định,positive
geely,coolray,flagship,2025,suv,chạy thử chạy máy bốc mượt chất_lượng hoàn_thiện ok nội_thất đẹp tiện_dụng cửa gió hòa ghế nước_chấm thế_hệ cũ thương_hiệu ăn_đứt đám cuv hạng b việt_nam tầm giá 700 tr đầu,positive
geely,coolray,flagship,2025,suv,bao cày_view hôm_qua chốt flaship xe đầu,positive
toyota,yaris cross,máy xăng,2024,suv,giá yaris cross xăng so_sánh creta công_nghệ creta thua yaris cross xăng,positive
mitsubishi,xforce,ultimate,2024,suv,tiếng hòa bật máy rú êm_tí tuyêth,negative
honda,hr-v,g,2025,suv,hrv úc đắp full option giá rẻ việt_nam triệu rẻ 20 tr trả_giá,positive
skoda,kushaq,style,2025,suv,chạy kodiaq vạn km chê,positive
toyota,corolla cross,v,2024,suv,hàng chật vios,negative
geely,coolray,flagship,2025,suv,giá xe ổn_định,positive
skoda,kushaq,style,2025,suv,việt_nam ngon ngon chỗ việt lắm,negative
honda,city,1.5 rs,2025,sedan,chạy city nhận_xét hài_lòng giá tiền đi cao_tốc nhàn sensing cảm_giác vần volang nhẹ đầm ồn_tiếng lốp_vọng bực_mình kết_nối bluetooth điện_thoại,positive
toyota,corolla cross,v,2024,suv,cross việt_nam giá rav4 trung_quốc cay,positive
mg,zs,luxury,2025,suv,giá khuyến_mãi,positive
byd,sealion 6,,2025,suv,dàn treo thảm_họa khung gầm xe đồ_chơi gọi vf cụ tổ,negative
mg,zs,luxury,2025,suv,ghế lái_chỉnh điện hướng thoải_mái,positive
mg,5,std,2024,sedan,hãng tàu mg giá rẻ tiện_ích tiền hợp_lý đại_lý tp kiểu đem chợ mấy hãng tàu việt_nam lâu_search youtube xe review vụ phốt drama rẻ phong_độ tiêu_dùng dần xóa định_kiến xe hàn,positive
mitsubishi,attrage,cvt,2024,sedan,mt ổn hư_hỏng mòn lốp thay lốp mòn bố thắng thay bố thắng bảo_dưỡng rẻ hao nhiên_liệu điều_hòa mát sâu_rộng_rãi phân_khúc chê chê tầm giá,positive
byd,atto 3,,2024,suv,đẹp nha,positive
vinfast,vf 6,plus,2025,suv,vf7 quãng đường vf6 đi vf6 plus đi đà_lạt bao phê_trời lạnh đường đèo dốc đi 500 km,positive
skoda,kushaq,style,2025,suv,xe giá hoen_chút xíu hrv xforce crera hút,negative
vinfast,vf 6,eco,2025,suv,lỗi bơm kêu to máy_cày,negative
skoda,kushaq,style,2025,suv,kẹp nho_nhỏ gắn góc trụ kính lái kẹp điện_thoại tài_xế trường_hợp chỗ đậu đậu tạm chỗ đường chật_hẻm xe đi điện_thoại kẹp sẳn ta gọi dời xe điện_thoại kẹp tài_xế,positive
mg,zs,luxury,2025,suv,màu đen bóng thể_thao,positive
honda,hr-v,g,2025,suv,ngoại_hình hrv trông đỉnh_đạc động_cơ hrv thương_hiệu honda_mitsubishi kết_luận,positive
toyota,corolla cross,v,2024,suv,cross_bản đẹp,positive
hyundai,creta,n line,2025,suv,đi creta thẩm ngoại_hình hự hự mâm,negative
skoda,kushaq,style,2025,suv,chả hiểu_biết đi mua xe việt_nam lắp_ráp,negative
kia,seltos,,2024,suv,hay,positive
hyundai,accent,,2024,sedan,led chạy nagng đầu xe đẹp dãy led chuối chuối,negative
vinfast,vf 6,plus,2025,suv,màn vô_lăng chối,negative
skoda,slavia,style,2025,sedan,xanh nõn chuối_độ đẹp info,positive
geely,coolray,flagship,2025,suv,ghế da giả da rẻ_tiền,positive
skoda,kushaq,style,2025,suv,lái thử kg ấn_tượng lắm,negative
skoda,kushaq,style,2025,suv,thực_dụng thiết_kế oke dịch_vụ sửa_chữa thay_thế oke chỗ_đứng,positive
byd,atto 3,,2024,suv,đi 1 v lỗi vận_hành_mượt cách_âm rẻ,positive
toyota,vios,,2025,sedan,việt_nam nhà_máy sx khung gầm chắc_toyota khung_gầm việt_nam xe nhập khung gầm daihatsu,neutral
mitsubishi,attrage,cvt,2024,sedan,gọi_là xe tiêu_thụ xăng tiết_kiệm xe nhẹ lốp máy công_bố xe hạng d trung_bình 8 l lốp máy to,positive
vinfast,vf 6,,2024,suv,vf6 đẹp_mắt dàn ev vin,positive
skoda,kushaq,style,2025,suv,hyundai venue vác đi pù luông tân_lạc tà_xùa 6 at ổn_định dct speeds,positive
byd,seal 5,dm-i,2025,sedan,dân việt_nam đa_phần đi xe hybrid chê đắt phát_sinh chi_phí hybrid tiết_kiệm vận_hành sướng sướng vui_lòng chấp_nhận tốn_kém chịu_khó giữ_mình lạc_hậu bev vận_hành sướng trạm sạc hãng xe trạm sạc sản_phẩm khiếm_khuyết xe hybrid ổn nâng trải_nghiệm vận_hành,neutral
geely,coolray,flagship,2025,suv,ghế sưởi ấm mùa đông,positive
skoda,slavia,style,2025,sedan,ngon đại_lý bảo_hành,positive
toyota,vios,e,2024,sedan,chạy dở xe xóc ồn chẳng ảnh_hưởng mấy cruise control đi cao_tốc hơi mệt đi sài_gòn phan_thiết máy yếu đạp hơi sâu một_chút đi chở đuối 120 km h xe canh bám đuôi thôi_cố hơi ghê_nhiên_liệu bình_thường tiết_kiệm đi đường nội_ô sài gòn 15 l 100 km đường_cao_tốc 5 l 100 km hỗn_hợp tùy đi cao_tốc đi nội_ô xe chạy 0 km xe hiện 9 l 100 km cao_tốc nội_ô ưu_điểm yên_tâm đổ xăng thay nhớt đi lo hỏng vặt tiền vay đồng chi_phí hàng gấp xe_máy xe kích_thước đi_lại đỡ cực đi mấy kiểu carnival everest_đỡ cực đi xe_hơi chật_hẹp sài_gòn hà_nội mệt xe siêu wuling vf3 đi xe rưỡi chạy 0 km xe thay màn_hình mấy xe màn to kia hyundai thay đẹp kết_nối apple car play android auto phiền youtube di_chuyển màn thoải_mái con_nhỏ chạy xe trông mấy bé quậy lung_tung xe nguy_hiểm chốt nhược_điểm xóc đi mệt mấy ảnh_hưởng xóc_nẩy thay xóc tầm 18 tr mua mấy bán_tải base mitsubishi ford đỡ lăn bánh 700 tr mấy anh_em tham_khảo,negative
hyundai,accent,,2024,sedan,đầu xe_hơi cân_đối đuôi xe,negative
geely,coolray,flagship,2025,suv,tiếng máy êm,positive
toyota,yaris cross,máy xăng,2024,suv,mạng yaris cross tiền bánh creta,positive
toyota,vios,,2025,sedan,tưởng xấu ấn_tượng,negative
mg,zs,luxury,2024,suv,có_lẽ tầm_giá cx3 phân_khúc hơi chật tử_tế,negative
vinfast,vf 6,,2024,suv,chê chắn bùn lốp đi mưa bẩn,negative
toyota,corolla cross,v,2024,suv,toyota đuôi xe hoàn_hảo,negative
skoda,slavia,style,2025,sedan,logo xấu vãi,negative
nissan,almera,,2024,sedan,almera đi đầm tiết_kiệm xăng hỏng vặt,positive
mg,zs,luxury,2024,suv,mâu_thuẫn treo treo hơi_yếu lắc ngang cua nghề cốp 70 kg đồ nhẽ êm đằng tải sóc_thế ổn tầm tiền 655 tr lăn bánh_lành bảo_dưỡng hãng đi đô_thị tắc hn trung_bình tầm 5 l đi đường trường 5 l tẹo tiết_kiệm công_bố,positive
nissan,almera,,2025,sedan,xe đẹp đường ngắm toàn video,positive
hyundai,accent,,2024,sedan,đoạn đầu đi cao_tốc ồn_dội,negative
byd,sealion 6,,2025,suv,soi kĩ lầm_tưởng xe châu_âu việt sag mẫu_quốc byd hãg đường định mua xe tầm tiền đại_lý byd tiền,positive
skoda,slavia,style,2025,sedan,nissan almera vãi lồn,negative
nissan,almera,,2024,sedan,nissan đi ổn rộng xe tiền cụ phét nâng xe tiền,positive
mazda,2,at,2025,sedan,mazda vô_tư rộng xe_khách,positive
nissan,almera,,2025,sedan,đuôi ngổng giống_hệt attrage,neutral
mg,zs,luxury,2025,suv,hộp mượt giật dct,positive
mg,zs,luxury,2025,suv,cốp điện đá_cốp mở_tiện bưng đồ,positive
haval,jolian,,2025,suv,hầu_như hậu_mãi đại_lý bảo_dưỡng mg kiên_trì lâyys đuoccjw_lòng khách_hàng,negative
hyundai,accent,,2024,sedan,hộp cvt bền at,negative
mazda,cx-3,1.5 premium,2025,suv,xe tính_năng đề_nổ rẻ,neutral
byd,atto 3,,2024,suv,atto3 ngon_lành lái khỏe gấp cx5 cx5 xe_điện thử trải_nghiệm bản_chất xe atto3 ngon cx5 đương_nhiên thương_hiệu cam_kết thị_trường sạc xe kém rõ_rệt cân_nhắc tàu cam_kết mg có_lẽ bất_chấp mua xe,neutral
kia,seltos,,2024,suv,công_nhận kì seltos đẹp,positive
vinfast,vf 6,,2024,suv,vf6 lấn_cấn hàng,negative
toyota,corolla cross,v,2024,suv,tiền múc cân_bằng xe phân_khúc,positive
mitsubishi,xforce,ultimate,2024,suv,tóm_lại tầm tiền tr phân_khúc ổn hãng giảm_giá tầm_tr top đầu,positive
geely,coolray,flagship,2025,suv,dịch_vụ khách_hàng rẻ,positive
geely,coolray,flagship,2025,suv,giá hợp_lý,positive
skoda,slavia,style,2025,sedan,xe đẹp,positive
honda,city,1.5 rs,2024,sedan,cảm_biến áp_xuất lốp,negative
vinfast,vf 6,eco,2025,suv,hôm vf6 đi chỗ xóc lắc ngang khiếp_lắc hạng b cỏ,negative
skoda,kushaq,style,2025,suv,xe châu_âu khung gầm_thân vỏ ngon lái thử raize xforce_thân vỏ chán ọp_ẹp,positive
mg,zs,luxury,2025,suv,camera đẹp ban_đêm nét,positive
byd,atto 3,,2024,suv,đùa 400 km đi đi phượt đấy tất_nhiên tối nghỉ lựa ks rộng_xíu sạc sạc phí byd đại_lí đại_lí sạc tiện,negative
vinfast,vf 6,eco,2025,suv,ưu_điểm thân vỏ dày máy ngoại_hình đẹp nhược_điểm tiểu_tiết tệ_khó đóng_cửa tựa đầu_hàng treo kêu lộc cộc gờ giảm_tốc lắp linh_tinh gioăng cao_su cửa yên ngựa trang_bị cờ_lê bình_thường,positive
nissan,almera,,2025,sedan,nissan xe chất_lượng tôn vỏ khung gầm tử_tế mấy toy honda việt_nam việt móc_túi bao,positive
kia,seltos,facelift,2024,suv,xe options lái rẻ lái đi mua xe giá tiền option mua xforce yaris cross xe trung_quốc xe đắt option lái nghèo_nàn ế,negative
geely,coolray,flagship,2025,suv,xe trung_quốc đẹp thiệt,positive
skoda,kushaq,style,2025,suv,xe rẻ phân_khúc xe xăng hạng b sale_skoda nền_tảng khung gầm động_cơ hộp vượt_trội,positive
skoda,kushaq,style,2025,suv,sx ấn_độ châu_âu mẫu,negative
mazda,2,,2024,sedan,đôi tăng_tốc xe bàn ngựa chiến,positive
mg,5,std,2024,sedan,mg5 đại_lý triệu mua được_giá hời,positive
skoda,kushaq,style,2025,suv,mé kiểu sờ_cu đa sục cạc,negative
byd,seal 5,dm-i,2025,sedan,philipines review bồng_bềnh vật_liệu thua civic bỏ_qua mua siêu_tiết_kiệm giá nhiên_liệu,neutral
mazda,2,at,2025,sedan,base trần_truồng vòng tua_máy 48 x tiệm cận xe hot phân_khúc độ chế_lắp lắp_nọ an_toàn bảo_hành quê m3 cháy độ_chế,negative
toyota,corolla cross,v,2024,suv,vận_hành cross v chê yên ngựa xấu hàng ghế hơi hẹp chỉnh độ ngả ghế da hơi cứng,negative
toyota,vios,g,2024,sedan,đợi nissan almera mẫu đi lái thử ưng cân_nhắc honda city vios đi chán_động_cơ yếu xe_đuối ồn_nhức đầu ngang city tiết_kiệm nhiên_liệu chả ấn_tượng,negative
nissan,almera,,2025,sedan,nissan việt_nam sản_phẩm,negative
nissan,kicks,e-powers,2025,suv,xe đẹp vãi lồn đẹp xforce giá chat hích,neutral
vinfast,vf 6,eco,2025,suv,xe trần_trụi công_nghệ hàng ghế yêu lắm mua mua vf5 ngon vf6,negative
vinfast,vf 6,plus,2025,suv,không_gian chiều hơi cm thi xe đẹp thoáng,negative
hyundai,accent,,2024,sedan,taplo xấu đoạn màn_hình đầu miệng ngoác trông xấu vios ý_kiến,negative
skoda,kushaq,style,2025,suv,chuẩn kushaq lptb chờ,positive
skoda,slavia,active,2025,sedan,cerato,positive
toyota,corolla cross,v,2024,suv,cross đẹp hẳn_độ an_toàn toyota vô_đối,positive
vinfast,vf 6,,2024,suv,video xe vf video phân_tích ưu_nhược công_tâm yếu_tố chuyên_nghiệp xe giá tiếp_cận tin_cậy mặt thương_hiệu chất_lượng xe rẻ cỡ giá tiền mua vf,negative
vinfast,vf 6,eco,2025,suv,vf6 nắm cửa thiết_kế bất_tiện trẻ_em yếu_tay thao_tác gia_đình thường_xuyên trẻ cân_nhắc,negative
skoda,kushaq,style,2025,suv,đại_lý vũng tàu đại_lý đi thử nỗi lo phụ_tùng adas hơi,negative
nissan,almera,,2024,sedan,lậy kia chery bố,negative
