brand,model,version,year,segment,comment,label
toyota,vios,e,2024,sedan,Không thích bản này chỉ vì cái chìa khóa,negative
toyota,vios,,2025,sedan,"Mấy xe kiểu TOY chỉ dành cho đa phần người cứng tuổi, ông già bà già thôi. Chứ cho bọn trẻ nó chọn ko bao giờ.",neutral
nissan,almera,,2025,sedan,Xe không phải không tốt nhưng đại lý chỗ tôi không có. Thua cả Mg ( nói chỗ tôi thôi). Sợ mua về hãng rời thị trường thì cũng buồn,neutral
byd,seal 5,dm-i,2025,sedan,"Mình thấy có phần động cơ xăng là 1.5l, 95 mã lực. Thì lúc hết điện chạy xăng động cơ sẽ yếu. Trước m nhớ là con Sealion 6 xăng chỉ chạy để sạc cho động cơ điện thì đi mới sướng đc. Vì ở cùng tầm giá thì xe điện đi sướng hơn xe xăng nhiều",positive
nissan,kicks,e-powers,2025,suv,"Tôi đang đi Xtrail. Trước đó mà Mitsu. Trước đó là Huyndai, có thời gian lái Kia. Xtrail máy bền, đầm, yên tâm khi bó cua (xe 2 cầu). Ở vietnam phân phối chán. Nissan bỏ lửng ko tập trung cho thị trường Việt.",negative
haval,jolian,,2025,suv,"Bỏ ra 7-800tr mà cái màn cảm ứng xấu và là ko tôn trọng người dùng rồi, ông Teri cũng vậy",negative
mg,zs,luxury,2024,suv,"Tất cả các xe dòng MG đều bị trễ chân ga nhiều thì phải, em lái thử các loại xe ở 1 lần MG tổ chức lái thử, lái thử xong hết muốn lái :D, cảm giác động cơ nó ko kéo được cái thân",negative
toyota,vios,,2024,sedan,Bản G vip mà chơi. Tội j phải khổ.,positive
huyndai,accent,,2024,sedan,Thiết kế quá đẹp và quá hiện đại,positive
toyota,corolla cross,v,2024,suv,"quan trọng là giá, giá con này thì lấy cx-5.",negative
byd,atto 3,,2024,suv,"Độ ổn định, công nghệ và khung gầm thì VF phải học hỏi nhiều. Nhưng mà trạm sạc và đại lý không có nhiều thì vẫn ế",positive
vinfast,vf 6,plus,2025,suv,"T ở miền núi đường xấu quá, đang đi bán tải và cũng đang rất muốn múc vf6 bản cao chạy cho sướng nhưng vẫn là câu chuyện đường xá. Haizz… đi sợ thủng hết pin",negative
geely,coolray,flagship,2025,suv,"Xe này đợt đi công tác bên Saudi Arabia thấy chạy nhiều, đặc biệt là Bolts + Careem (giống grab ở Vn)",positive
toyota,vios,,2025,sedan,vios chiếc xe quốc dân ở vn,positive
nissan,almera,,2024,sedan,Em thấy bản mới này ổn cả về giá lẫn trang bị,positive
nissan,almera,,2024,sedan,3.3l đỉnh thật,positive
mazda,2,at,2025,sedan,mazda 2 ngon hơn city theo cả về giá lẫn trải nghiệm.,positive
mazda,cx-3,1.5 luxury,2025,suv,Mazda đep nhưg chât khó bán lm.canh tranh vơi cac hãng khac khó,neutral
toyota,corolla cross,v,2024,suv,Cross cũng còn nhiều hạn chế nhưng vẫn vui vì đồng hành cùng nó 2 năm nay,neutral
kia,seltos,facelift,2024,suv,"Quá nhiều phiên bản xe, rối rắm, ngáo giá",negative
toyota,vios,g,2024,sedan,Thay đổi đc mỗi cái cản trước và sau nhưng mà xấu,negative
toyota,corolla cross,v,2024,suv,Cross phù hợp 35 đổ về hơn nhìn trẻ trung đẹp chất,positive
toyota,yaris cross,máy xăng,2024,suv,Ông này có suy nghĩ giống mình phết ! Bên trong phải rộng rãi đủ dùng bên ngoài phải nhỏ gọn dễ luôn lách chất lượng kiểu dáng thương hiệu phải tương đối giá cả phải phù hợp và đây chính là con xe tôi ưng ý nhất !,positive
nissan,kicks,e-powers,2025,suv,Hãy yên tâm là những opitions đó k về vn đâu,negative
byd,atto 3,,2024,suv,"Nếu nói về ngoại thất thì mình thích vf6 hơn. Nhìn em nó nhẹ nhàng thanh lịch, thời trang, còn byd nhìn cổ chết mẹ với lại có những cái byd nó hơn vf6 chút xíu chẳng qua giá nó cao hơn vf6 tới 116 triệu. Nếu như không muốn nói là mắc bà cố luôn",negative
mg,zs,luxury,2024,suv,"Xe ồn thế này thôi next sếpm mà sếp ko test vỏ, xforce như cái tôn mỏng lét",negative
vinfast,vf 6,,2024,suv,"Ô ko nói xác xe vf nặng hơn rất nhìu, lốp mỏng đắt tiền, nhanh mòn phải thay sớm hơn",negative
vinfast,vf 6,eco,2025,suv,"Eco full adas dưới 650tr , mới gọi là ngon",negative
mitsubishi,xforce,ultimate,2024,suv,Xe yếu vcc.đc cái nội thất đẹp,neutral
vinfast,vf 6,eco,2025,suv,"Xe này ko chinh phục được mình, xe phân khúc này động cơ mạnh ko giải quyết được vấn đề gì. Chạy phố thì cũng same nhau cả thôi. Hàng sau thì mất cảm xúc, ngồi co ro khổ thực",negative
vinfast,vf 6,plus,2025,suv,Đổi từ Veloz qua vf6 thấy quá hài lòng. Lúc mua cũng nhiều người nói nhưng kệ giờ lại thấy mây ông hàng xóm cũng qua xe điện kha khá rồi,positive
skoda,slavia,style,2025,sedan,"Ngán nữa là nếu hãng nayg rút đi thì phụ tùng đâu mà thay,",negative
mg,5,std,2024,sedan,"Nói chung xe mới nào chẳng ngon, ko ra gì thì ai mua chạy hơn chục vạn mới biết,tiền nào của đấy, tóm lại chạy dịch vụ ko nên mua mg nó chỉ thích hợp với gia đình đi lại ít",neutral
toyota,yaris cross,máy xăng,2024,suv,Sao con yaris đáp thóc ga nghe cái tiếng máy nhiều dữ ta,negative
kia,seltos,,2025,suv,"Đẹp nhất trong phân khúc, theo cá nhân mình.",positive
nissan,almera,,2025,sedan,thương hiệu ninsan ko có chỗ chê....vì GTR nổi tiếng khấp thế giới,positive
huyndai,accent,,2024,sedan,Mẫu này mà có màu xi măng thì chắc đẹp nữa,positive
nissan,kicks,e-powers,2025,suv,Xe nhật cứ đẹp giá hợp lý là bán chạy. Ngoại thất phải đầy đặn nhìn mới to dân mới thích,positive
haval,jolian,,2025,suv,"Tôi bán xe này. Biết gì mà chê nó nóng, lạnh sâu, và nhanh. Cảm giác lái đầm chắc, vô lăng siết tay đều.",positive
nissan,kicks,e-powers,2025,suv,"Con này ko có cửa gió điều hoà hàng sau, về VN lại ế thôi",negative
kia,seltos,,2024,suv,Cái đèn sau nhìn đỡ dị rồi,positive
haval,jolian,,2025,suv,"Cá nhân e thì thấy với mức giá này mọi thứ Jolion mang lại quá ok, k có gì để chê . Mỗi tội e vẫn lăn tăn về vấn đề sửa chữa, bảo dưỡng. Và hãng k có động thái gì thể hiện rõ việc muốn gắn bó lâu dài ở thị trường VN (như Geely hay Lynk & Co gì đấy theo e nhớ là đầu tư nhà máy ở Thái Bình) , Và rõ ràng là doanh số bán của hãng này cạnh tranh chưa ổn lắm , sợ 1 t.gian thấy k ổn lại rút thì ... dở :D",positive
toyota,yaris cross,máy xăng,2024,suv,"Hàng nhật ưa chuộng hơn ,chi phí và công nghệ đều hợp lý với người Việt.",positive
geely,coolray,flagship,2025,suv,"Màu xám đẹp, nhưng dễ bẩn ở Việt Nam.",neutral
toyota,vios,,2025,sedan,NĂM NAY Ế CHỎNG RA CÒN TINH TƯỚNG,negative
skoda,slavia,ambiton,2025,sedan,máy 1.8 hoặc 1.5 hút khí tự nhiên thì không còn gì để chê được nữa,positive
toyota,corolla cross,v,2024,suv,Cross đẹp hơn rất rất nhiều.chạy trong phố hay đường dài đều rất mượt.mình đi 4 năm thật sự rất hài lòng,positive
skoda,slavia,style,2025,sedan,Hộp số 6 cấp là ăn đứt các xe khác r mà còn giá rẻ nữa,positive
skoda,kushaq,style,2025,suv,"Mở nhiều đại lý, phụ tùng giá phù hợp thì xe châu âu vẫn có chất riêng.",positive
huyndai,accent,,2024,sedan,"Bọn k có xe thì chúng nó chê xấu , nhưng t đang chạy phom 2021 thì t thấy phom 2024 này đẹp hơn con của t đang chạy nhiều , nhìn mê con 2024 này quá",positive
vinfast,vf 6,eco,2025,suv,Nhìn xe thấp quá không gian chiều cao khả năng hơi bí nhình tổng thể nó lùn,negative
toyota,vios,,2025,sedan,Ngồi con base. Đi 6v nát chư cháo chó,negative
geely,coolray,flagship,2025,suv,Đèn sương mù hiệu quả.,positive
honda,city,1.5 rs,2024,sedan,"City bằng giá bọn vios, accent thì nó đá hết",positive
mitsubishi,xforce,ultimate,2024,suv,"Xforce kính lái có vẻ thấp hơn các mẫu khác, em ngồi thử thấy bí lắm",negative
huyndai,accent,,2024,sedan,Đèn này là đèn Xpander đời 2020-2021,neutral
haval,jolian,,2025,suv,"Nội thất Haval nhìn tối giản, trang nhã ĐẸP
CX5 kiểu thời trang cũng đẹp :))) 
Mình thích kiểu của Haval hơn
Nhưng có cái yên ngựa của xe mazda họ làm viền xung quanh cũng bằng da luôn, cảm giác rất xịn",positive
vinfast,vf 6,plus,2025,suv,Xe mình mới nhận hiện tại mới sạc 2 lần. Hao pin rất nhanh. Có anh em nào có lưu ý gì ko chia sẻ cho mình với,negative
kia,seltos,,2025,suv,thua optinon va adas,negative
toyota,corolla cross,v,2024,suv,Tôi kinh doanh ô tô đây. Khuyến mấy ông nên mua cross nếu đi lâu dài. Đg dài mới biết ngựa hay. Mấy con xe Hàn tầm 5 năm nó tự phát sinh đủ vấn đề,positive
vinfast,vf 6,eco,2025,suv,"VF6 cần làm lại yên ngựa như vf7, hàng ghế sau, chắn bùn sau nữa là ok",negative
byd,atto 3,,2024,suv,Hạng A mà nhìn ngon hơn mấy con hạng C xe Hàn Nhật,positive
toyota,corolla cross,v,2024,suv,Khung gầm Cross từ bản trước face lift đã nhiều người mê rồi,positive
vinfast,vf 6,eco,2025,suv,Xe hạng B gương không có gập điện =)),negative
toyota,corolla cross,v,2024,suv,đi 7 tháng k chê gì,positive
vinfast,vf 6,plus,2025,suv,Ghê hàng hai ngồi hơi ngăn cái gối đâu làm không được êm,negative
vinfast,vf 6,,2024,suv,Hic vấn đề ồn vẫn là vấn đề em cân nhắc nhất,negative
nissan,almera,,2024,sedan,"Thì do phanh sau tang trống, giá hơi cao, hơi ít đại lý",negative
toyota,corolla cross,v,2024,suv,Treo sau còn phụ thuộc thì chưa thể nâng tầm dc.,negative
mazda,cx-3,1.5 luxury,2025,suv,Ngang bản Dulex 2024,neutral
toyota,vios,,2025,sedan,Bao nhiêu năm vẫn ko thiết kế nổi cái mặt calang cho vừa mắt,negative
vinfast,vf 6,,2024,suv,"phân vân thì phân vân giữa LC06 và HRV, chứ con Vf6 thì phân vân j, một hãng xe kinh nghiệm chưa nổi 10 năm. Giá k rẻ, nội thất thì như ăn mày, xe 7xx triệu mà so với vf7 chả khác j nhau, hơn nữa mua vf6 chỉ để đi 2 chỗ thôi á, hàng sau ngồi mà đi xa tý là muốn chửi.",negative
toyota,corolla cross,v,2024,suv,"Bàn thờ táp lo làm thô bị nhô ra sau nhiều, đưa chân vào bị đụng đầu gối, cửa hàng ghế sau độ mở ít, ra vào xe rất khó khăn, mọi cái thì ok",negative
skoda,kushaq,style,2025,suv,anh nói chuẩn quá anh ơi! kushaq mới đây mà giảm 50% lptb rồi. Nên chờ giảm thêm nữa không anh,positive
toyota,corolla cross,v,2024,suv,mới lấy cross đc 1 tháng nói chung là quá hài lòng.,positive
kia,seltos,,2024,suv,Rất OK luôn,positive
byd,seal 5,dm-i,2025,sedan,"Đắt hay rẻ là phải có tham chiếu để so sánh. 
Civic hev 900 mà con này có 696 là ngon rồi. 
Rồi các bố lại bay vào chê byd sao so được với honda
Cùng giá thì công nhận ko so được, cơ mà rẻ hơn 200tr thì honda tuổi tôm.",positive
kia,seltos,facelift,2024,suv,"Cảm giác lái, điều hoà Seltos 2024 đã tốt hơn nhiều chưa a Kenz nhỉ. Chứ Seltos cũ thì lái rời rạc vs điều hoà hơi đuối. 
Bản nâng cấp này lấn cấn nhất là hộp số lại chuyển sang CVT vs giá thì lại nhô lên=>nhiều người quay xe.",negative
toyota,vios,g,2024,sedan,đầu xe vios bản này rất ngầu và đẹp,positive
vinfast,vf 6,eco,2025,suv,Ông làm mà không hiểu kêu khi dùng là tiếng quạt nhiệt,positive
geely,coolray,flagship,2025,suv,Lazang hợp kim đẹp.,positive
geely,coolray,flagship,2025,suv,"Ghế thông gió, mát mẻ hè.",positive
skoda,kushaq,style,2025,suv,cửa sổ trời ngon quá nhỉ,positive
mazda,cx-3,1.5 at,2025,suv,"Đi xe nhập, đóng cửa chắc chắn hẳn",positive
toyota,vios,,2025,sedan,Mình vẫn thích vios. Doanh số bán ra vẫn dẫn đầu so với honda và huyndai,positive
honda,city,1.5 rs,2025,sedan,"city RS anh test giữ làn thấy rõ vô lăng đánh lái nhẹ lại, đúng như xe Nhật, tinh tế và an toàn",positive
honda,city,1.5 rs,2025,sedan,mới mua 1 tuần thấy quá sướng D,positive
byd,atto 3,,2024,suv,"Xe điện không trạm sạc xài tốt ở miền Nam, chính xác là miền Tây, từ Sài Gòn đến Cần Thơ chỉ 150 km. Trạm sạc 7kw /11kw thì rất nhiều quán cà phê ở các tỉnh miền Tây sẵn sàng lắp đặt cho khách hàng sạc. Dân miền Tây hào phóng, sẵn sàng giúp đỡ người dưng. Chạy xe gần hết điện bí quá tấp vô nhà dân bên đường xin sạc nhờ 1-2 tiếng. Người ta còn không lấy tiền điện nữa. Miền Bắc thì tui không rõ.",positive
byd,atto 3,,2024,suv,"Cái xe quá đẹp, tính năng an toàn tin cậy.",positive
byd,sealion 6,,2025,suv,"Thực tế vỏ hơi mỏng , Xe hơi ồn ngang với Cross thôi, thua santafe. Tay lái cực nhẹ , êm cua hơi bồng bềnh. Phanh cực tốt, quá hiện đại, tiện nghi, dáng đẹp, kinh tế.",positive
geely,coolray,flagship,2025,suv,Xe Tàu chất lượng Âu.,positive
byd,atto 2,,2025,suv,"em thấy bên trung quốc gặp quả bug, họ cố kéo cái cửa sổ để có kẽ hở rồi ra lệnh nó lại mở thật :V",negative
geely,coolray,flagship,2025,suv,Uống xăng à,negative
mazda,2,at,2025,sedan,"Bạn quay bản cao hơn bản AT rồi, AT làm gì có màn hình cảm ứng,.....",negative
skoda,kushaq,style,2025,suv,"Quá ngon, con dâu tôi đang chạy em này! Rất nhiều ưu điểm",positive
honda,city,1.5 rs,2025,sedan,"Đi đc mà anh zai. Đi loanh quanh gia đình,tiết kiệm, sửa chữa rẻ.",neutral
honda,city,1.5 rs,2025,sedan,That tuyet,positive
mazda,cx-3,1.5 at,2025,suv,ngon hơn huynh venue rồi: ahhaha:,positive
skoda,kushaq,style,2025,suv,Mua CX5 vẫn đỉnh cao hơn :D hahaaaaaaaaa,negative
mitsubishi,attrage,cvt,2025,sedan,Xe Nhật nên khách hàng tin tưởng tuyệt đối,positive
nissan,almera,,2024,sedan,nhất định sẽ lấy em này,positive
mg,zs,luxury,2024,suv,mình quan trọng cái máy thôi ít hư vặt là ổn,positive
vinfast,vf 6,eco,2025,suv,"Vf6 đi trời mưa thì quá trời bẩn vì ko có chắn hậu chắn lốp, sình té lên ngang cửa ra vào quần bẩn hết. Mua xe rồi thì nên mua thêm cà vẹt gắn vào",positive
nissan,almera,,2024,sedan,Mặt galang nó đẹp,positive
mazda,2,,2024,sedan,Tôi yêu m2 trắng của tôi,positive
mazda,cx-3,1.5 at,2025,suv,tầmgias này thì ri là ngon,positive
geely,coolray,flagship,2025,suv,Gương chiếu hậu gập điện.,positive
toyota,corolla cross,v,2024,suv,Tôi mà có tiền tôi cũng múc con này .nó cân bằng tất cả mọi con xe trong phân khúc,positive
vinfast,vf 6,,2024,suv,"Khuyên ae có ý định mua xe vinfast nên trải nghiệm thực tế nó không đúng như quảng cáo đâu. Mình đã trải nghiệm vf6 rồi nó quá tồi về mọi thứ, đặc biệt là hàng ghế sau. Thiết kế quá tồi luôn.",negative
nissan,almera,,2024,sedan,Nhìn lai lai gióng huyndai,neutral
omoda,c5,,2024,suv,với người ít tiền như mình quan trọng là máy móc có bền bỉ không,negative
geely,coolray,flagship,2025,suv,"Nếu ít tiền thì các bạn đừng mua xe tàu, còn nhiều tiền , mua để chơi chơi thì đc,đi không quá 3 năm thì nó như máy cày",negative
toyota,corolla cross,v,2024,suv,"Hệ treo của con Toy cờ rốt như hạch , đi đường ven HN mà nó dập dềnh như cưỡi sóng , đi đèo núi thì …",negative
huyndai,accent,,2024,sedan,Đẹp thật,positive
mazda,2,at,2025,sedan,Mazda 2 còn chật hơn Toyota wigo,negative
vinfast,vf 6,plus,2025,suv,"trc thì giá còn lăn tăn chứ giờ so mặt bằng thì công nghệ, sức mạnh và độ an toàn thì đúng là số 1 rồi",positive
toyota,yaris cross,máy xăng,2024,suv,Mình thích creta còn bà xã lại thích con Yaris. Xem vi deo này xong với người chưa biết gì về xe và đang tham khảo với mục đích ăn chắc mặc bền thì mình nghĩ chiếc Yaris vẫn là oke hơn.,positive
mitsubishi,attrage,cvt,2024,sedan,"Vua bán xong , ưu điểm rẻ tiếp kiệm xăng , rộng , nhược điểm ồn vl máy yếu , ồn và yếu là phế rồi",positive
mg,zs,luxury,2024,suv,Đang đi. Ko có gì để chê trong tầm tiền,positive
toyota,yaris cross,máy xăng,2024,suv,Những ai đã sự dụng qua Toyota thì biết mà. Bảo hành sau bán hàng rất rẻ,positive
skoda,slavia,style,2025,sedan,Chẳng có gì đặc biệt so với city,negative
nissan,almera,,2025,sedan,"Xe đẹp, ngon. Nhưng vấn đề là đại lý quá xa, giá phụ tùng quá cao. Phải nhiều đại lý và phụ tùng rẻ như Toyota thì mới bán chạy đc",neutral
skoda,kushaq,style,2025,suv,"Dự đoán con này sẽ cạnh tranh sòng phẳng vs đội Yaris Xforce, sau khoảng 2 năm tới",positive
skoda,kushaq,style,2025,suv,"xe này nếu giá thấp hoen chút xíu so với HRV, Xforce, Crera thì sẽ hút khách ngay",negative
skoda,kushaq,style,2025,suv,Những người thực sự yêu xe sẽ thấy bác này nói chuẩn,positive
honda,hr-v,l,2025,suv,Cắt tubor thì thua đời cũ r,negative
honda,city,1.5 rs,2024,sedan,"ace cứ chê ồn, xe có 5-600tr lăn bánh hạng B thì đòi hỏi gì nữa. So sánh độ ồn vs cùng phân khúc chứ đừng ngồi hạng C hạng D rồi đánh giá A - B nó lệch lắm",positive
kia,seltos,facelift,2024,suv,gần 800 củ phải đi gắn camera 360 ngoài :))),negative
hyundai,creta,n line,2025,suv,"Về VN cắt cửa sổ trời, cam 360, ghế điện, cốp điện.",negative
huyndai,accent,,2024,sedan,huyndai nên sa thải đội ngũ thiết kê hiện tại ra con xe nào xấu con đó ngày càng thất vọng,negative
toyota,corolla cross,v,2024,suv,"Cross chỉ đánh lừa thị giác qua vẻ bề ngoài thôi, lái Tucson xong quay lại cross thấy nó hụt hẫng vô cùng",negative
hyundai,creta,n line,2025,suv,"công thức chọn creta bản này, 1 là đặc biệt, 2 là lên thẳng nline",neutral
mitsubishi,xforce,ultimate,2024,suv,Mình đã chạy thử con này cảm nhận là vẫn mạnh và rất hấp dẫn khi chọn số DS đạp đường nhựa vẫn sướng hơn triton mà mình đang đi kk nói chung mình kg chê dc gì,positive
honda,hr-v,g,2025,suv,"HRV bản G thì ko đủ khả năng so vs vs Xforce, còn bản L thì giá = luôn mazda CX5 lên người ta mua luôn CX5 khỏi mua HRV, cũng 1 phần HRV có form dáng xấu trong mắt người Việt vì vậy HRV luôn trong tình trạng bán ế ko dc nằm top như Xforce",negative
hyundai,creta,n line,2025,suv,"Cụm điều hòa nhìn chán thật đấy. Nút siêu rối rắm, hoàn thiện nhìn bị rẻ tiền, không ăn nhập gì với cụm màn đôi bên trên cả.",negative
byd,sealion 6,,2025,suv,"80kmh là nghe rõ tiếng ồn lốp và gió rồi em ơi, cũng ồn kha khá đấy. Đâu đó có chút hơi ù nữa. Em đo bằng máy xem.",negative
vinfast,vf 6,,2024,suv,"Trước em đi thử e34, độ ồn cũng không ưa nổi 🫣 giờ xem vf6 thấy mic bác thu cũng khá ồn chứ không êm như em kỳ vọng",negative
skoda,kushaq,style,2025,suv,"Miền tây chưa có trạm bảo hành, hơi mệt!",negative
toyota,vios,,2025,sedan,túm lại là bền bỉ và tiết kiệm thì các xe cùng phân khúc cứ phải gọi bằng điện thoại!!!,positive
toyota,corolla cross,v,2024,suv,"Con này độ rộng rãi, bề thế, hệ thống treo không thể bằng crossover hạng c được. Những thứ vừa kể nó bằng đúng con hạnh b",neutral
nissan,almera,,2024,sedan,"Hãng muốn lắp thêm 20tr tiền option thì giá bán ra phải thêm 70tr thì khó bán chứ sao. Người ta sản xuất đc 20tr phụ tùng thì lãi 2-5tr, các bố làm phát thuế 60tr thì chịu chết.",negative
skoda,kushaq,style,2025,suv,"Chỉ lấy bản base để so sánh thì Kushaq đã trội hơn các đối thủ khác cùng phân khúc khá nhiều, nhất là tính năng an toàn. Điểm trừ chắc chỉ có vấn đề chưa nhiều đại lý/trung tâm bảo dưỡng ở các tỉnh nhỏ. Giờ chỉ coi xem chế độ hậu mãi của hãng hiệu quả ntn",positive
honda,city,1.5 rs,2025,sedan,Khả năng tăng tốc ấn tượng đấy. Có dịp bác đánh giá khả năng tăng tốc con HRVG nữa nhé,positive
skoda,kushaq,style,2025,suv,đè bẹp cả xe Nhật luôn chứ đừng nói,positive
toyota,vios,,2025,sedan,Không còn bền như trước nữa rồi,neutral
toyota,corolla cross,v,2024,suv,"nhà máy, đại lý ăn dày quá, ế là đúng rồi!",negative
nissan,kicks,e-powers,2025,suv,Hôm trước đi sửa con xe nissan livina tìm cả thành phố thanh hoá k có chỗ nào bảo dưỡng phải ra ngoài.,negative
byd,atto 2,,2025,suv,nội thất hơn Atto 3,positive
mg,zs,std,2024,suv,"TIÊU CỰC VỪA THÔI mấy ông, thông tin THÊM cho những anh em chuyên kỳ thị xe có quả TÁO TÀU nhé.
 
 1. PEUGEUT: Dongfeng Motor mua lại cổ phần của hãng Peugeut Pháp năm 2014. Số CP gốc Cty Peugeut chỉ còn nắm 14%.
 
 2. VOLVO: Zhejiang Geely mua lại hãng Volvo của Thuỵ Điển năm 2010 với giá 1,8 tỷ đô.
 
 3. MERCEDES: Lại là Geely khi đầu tư 9 tỷ đô năm 2018 để trở thành Cổ đông lớn nhất của Daimler (CTY sở hữu của hãng xe sang Mercedes biểu tượng của anh em ""Doanh nhân"" Việt Nan).
 
 4. TESLA: Năm 2017, Tencent Holdings chi 1,8 tỷ để trở thành cổ đông lớn của hãng xe Mỹ Tesla của Elon Musk.
 
 Năm 2024 rồi, anh em cứ còn suy nghĩ hàng TÀU là kém chất lượng. Thực tế hàng TÀU rất tốt đó. Google miễn phí, anh em cứ tra cứu thoải mái trước khi comment nhé.",positive
mg,zs,std,2024,suv,Tôi ở Sơn La đi bản LUX 2 năm chạy đc 25.000 km toàn đi đường đèo núi chưa thấy lỗi gì. Chỉ chê điều hòa hơi yếu nếu giảm hết cỡ thì còn đc. Ngoài ra rất ok. Hồi mua lăn bánh gần 700 củ.giờ giảm giá khoảng hơn 50 củ. Nới chung năm nay xe nào cũng giảm giá sâu. Nói chung cũng rất hài lòng trong tầm giá.,positive
huyndai,accent,,2024,sedan,đẹp điênnnn,positive
mg,5,luxury,2025,sedan,Yên ngựa bản mới đẹp quá.,positive
byd,atto 2,,2025,suv,ngon nó mà chập điện phát là tài xế thành cầy thui luôn :v,negative
honda,city,1.5 rs,2025,sedan,"chạy thử thì mình thích slavia hơn, nhưng rồi vẫn chốt city vì adas và ga phanh thuần hơn (xe mua cho cả nhà lái)",positive
omoda,c5,,2024,suv,Nhìn cái yên ngựa là ghiền rồi. Nhập nhiều hãng tàu về đi cho e mua con gầm cao thay chiếc city nào,positive
omoda,c5,,2024,suv,Đẹp quá,positive
vinfast,vf 6,plus,2025,suv,Mua bản plus lazang to nên ồn lốp hơn bản eco,negative
honda,hr-v,g,2025,suv,Con này yếu hẳn so với RS cũ,negative
kia,seltos,facelift,2024,suv,"Phần yên ngựa xấu quá, taplo thì nhìn tạm rồi.",negative
skoda,kushaq,style,2025,suv,"nhìn giá là thấy hãng đã nghiên cứu khá kĩ thị trường, ko kiểu ngáo giá bán cao để sau giảm sâu.",positive
mazda,cx-3,1.5 at,2025,suv,Cốp và ghế sau rộng và ngả tý nữa thì mua chạy dịch vụ quá tốt,neutral
nissan,almera,,2025,sedan,Thêm gẩy số vô lăng nữa thì hết nước chấm,positive
byd,atto 3,,2024,suv,Tất cả đều ổn ngoài trừ thiết kế nội thất,negative
nissan,almera,,2024,sedan,Nhìn bản 2024 đúng là đẹp chuẩn không cần chỉnh,positive
nissan,almera,,2024,sedan,"Bản cũ lái đã ngon, giờ thêm ADAS thì đúng là đáng tiền",positive
mg,5,std,2024,sedan,Xe mg giá như thế là đáng mua quá rồi các bạn ạ,positive
skoda,kushaq,style,2025,suv,mình đã chốt em nó bản style các bác ạ,positive
huyndai,accent,,2024,sedan,"Nhiều ông cứ thấy bản mới ra là chê nhưng rồi vẫn cứ chạy đầy đường thôi, cá nhân mình thấy thiết kế đẹp theo hơi hướng tương lai hơn",positive
toyota,corolla cross,v,2024,suv,tháng 10 Cross bán 1402 xe chỉ thua cx5 còn bỏ xa tucson,neutral
byd,atto 3,,2024,suv,"Hôm trước mình chạy thử thật sự ấn tượng con xe này, từ chân ga cảm giác kiểm soát xe tầm giá 600tr thì trùm chỉ tiếc hệ thống trạm sạc chưa biết sao",positive
nissan,kicks,e-powers,2025,suv,"Tôi nói thật là con xe này cảm quan là vẫn xấu,, để xuống tiền mua con này là hơi khó..",negative
nissan,kicks,e-powers,2025,suv,ở VN mà giá không đáng giá tầm tiền với Xffoce thì lại chết yểu :))))),negative
huyndai,accent,,2024,sedan,Đầu xe hơi thấp nhìn không cân đối so với đuôi xe,negative
honda,hr-v,l,2025,suv,"cụ nào kiểu thích ăn chắc mặc bền thì rước hrv L đc đấy, xe này mua là yên tâm đi dài lâu và giữ giá đc",positive
mg,zs,std,2024,suv,"đã đi 1 năm, rất hài lòng",positive
omoda,c5,,2024,suv,Dám bảo hành động cơ hẳn 10 năm thì cũng chơi lớn đấy,positive
honda,city,1.5 rs,2025,sedan,"City dàn lạnh không được lạnh sâu, kém thua vios",negative
toyota,corolla cross,v,2024,suv,Cross hơi hẹp ngang. Hàng ghế sau ba người lớn m6 ngồi cảm giác hơi chật.,negative
toyota,vios,,2025,sedan,"Đang sử dụng e vios này đc hơn 3 năm, chạy đc hơn 4vạn rồi nhưng nói thật cùng tầm tiền với phân khúc thì ko có gì để chê. Người thích người chê nhưng nói thật ko có con xe nào là hoàn hảo chỉ có con xe phù hợp với từng người thôi",positive
toyota,corolla cross,v,2024,suv,"Trẻ mà lựa chọn của ông già, chắc chắn quá",positive
honda,hr-v,g,2025,suv,conn này dáng rất đẹp bị thích quá mà nhiều cái an toàn lại thiếu giá tầm 550tr lắn bánh hơn 600 tí là đẹp,neutral
toyota,vios,,2025,sedan,"Ng trẻ h k thik vios, dịch vụ thì chuyển dần sang xe điện, nếu k thay đổi thì vios chấp nhận nhường miếng bánh cho xe khác thôi",negative
mazda,cx-3,1.5 at,2025,suv,"Hợp lý, đủ dùng để đi phố, đi làm hàng ngày, tiết kiệm và đẹp",positive
skoda,slavia,style,2025,sedan,Con này quá ngon so với tầm giá. Xem giá bảo dưỡng với độ bền nữa thôi. Khả năng lọt top cao rồi,positive
geely,coolray,flagship,2025,suv,Màu xanh dương đẹp lạ.,positive
huyndai,accent,,2024,sedan,"Xe nào cũng được, vì đã khẳng định được chất lượng từ lâu. Thích xe nào, mua xe đó.",neutral
mazda,cx-3,1.5 at,2025,suv,giá lăn bánh gần 600tr mà vẫn là đèn halogen thì ế là đúng rồi,negative
kia,seltos,,2024,suv,Lăn bánh hiệu ứng đẹp,positive
toyota,vios,,2025,sedan,Đuôi nhìn đẹp không cầu kỳ,positive
toyota,yaris cross,máy xăng,2024,suv,Bản Hybrid đã khắc phục cơ bản các nhu cầu của chủ tút. Xe đi chỉ 4l/100km. Nhưng về P sợ hỏng hộp số quá...,neutral
